WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
9c:97:26:8a:43:e1,TNCAPE5A34D,[WPS][ESS],27/10/2017 16:24,1,-81,32.16783277,34.8024285,34,6.06799984,WIFI
0c:f4:d5:1b:09:98,DanAccadia,[ESS],27/10/2017 16:24,13,-82,32.16783277,34.8024285,34,6.06799984,WIFI
0c:f4:d5:1b:38:e8,DanAccadia,[ESS],27/10/2017 16:24,9,-82,32.16783277,34.8024285,34,6.06799984,WIFI
d8:38:fc:26:fd:18,DanAccadia,[ESS],27/10/2017 16:24,4,-83,32.16783277,34.8024285,34,6.06799984,WIFI
4c:60:de:42:20:28,BezeqNGN_98087,[WPS][ESS],27/10/2017 16:24,11,-83,32.16783277,34.8024285,34,6.06799984,WIFI
0c:f4:d5:1b:49:38,DanAccadia,[ESS],27/10/2017 16:24,7,-84,32.16783277,34.8024285,34,6.06799984,WIFI
d8:38:fc:26:e0:b8,DanAccadia,[ESS],27/10/2017 16:24,13,-88,32.16783277,34.8024285,34,6.06799984,WIFI
00:b0:c6:57:6a:99,LEE2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,36,-75,32.16783277,34.8024285,34,6.06799984,WIFI
bc:f6:85:0b:6c:bf,DianneC,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,6,-77,32.16783277,34.8024285,34,6.06799984,WIFI
00:b0:c6:57:6a:91,LEE2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,2,-72,32.16783277,34.8024285,34,6.06799984,WIFI
00:0e:f4:de:54:57,admin,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,1,-83,32.16783277,34.8024285,34,6.06799984,WIFI
c0:ff:d4:bd:9e:30,I.L.L,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,11,-80,32.16783277,34.8024285,34,6.06799984,WIFI
20:0c:c8:10:0c:23,Ste_2.4GHz,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,9,-87,32.16783277,34.8024285,34,6.06799984,WIFI
d8:fb:5e:17:ed:a5,Archie,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,1,-86,32.16783277,34.8024285,34,6.06799984,WIFI
a0:21:b7:79:da:8c,Bezeq-n_DA8C,[WPS][WEP][ESS],27/10/2017 16:24,11,-85,32.16783277,34.8024285,34,6.06799984,WIFI
c0:ac:54:f5:d7:ff,HOT1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,11,-72,32.16783277,34.8024285,34,6.06799984,WIFI
48:ee:0c:3a:19:c7,bz46564990,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,10,-84,32.16783277,34.8024285,34,6.06799984,WIFI
2c:ab:25:78:9d:04,Ste_2.4GHz,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,9,-84,32.16783277,34.8024285,34,6.06799984,WIFI
6c:b0:ce:33:a4:d5,hagit_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,1,-80,32.16783277,34.8024285,34,6.06799984,WIFI
7c:03:4c:ff:28:2c,HOTBOX-C85E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,6,-80,32.16783277,34.8024285,34,6.06799984,WIFI
14:cc:20:b3:99:94,Tache,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,6,-87,32.16783277,34.8024285,34,6.06799984,WIFI
08:6a:0a:6a:04:f7,HOTFiber-C09E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,6,-83,32.16783277,34.8024285,34,6.06799984,WIFI
e8:fc:af:92:b9:87,elneuron,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,1,-83,32.16783277,34.8024285,34,6.06799984,WIFI
00:8c:54:8b:ec:e1,Yoels,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,6,-87,32.16783277,34.8024285,34,6.06799984,WIFI
6a:12:f5:84:50:41,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,8,-89,32.16783277,34.8024285,34,6.06799984,WIFI
a4:2b:8c:98:db:d2,vue sur mer_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,1,-89,32.16783277,34.8024285,34,6.06799984,WIFI
c4:12:f5:84:50:40,opus7,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,8,-89,32.16783277,34.8024285,34,6.06799984,WIFI
f8:ab:05:47:be:01,HOTFiber-0869,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,6,-94,32.16783277,34.8024285,34,6.06799984,WIFI
42501_13111_496643,Partner,UNKNOWN;il,27/10/2017 16:24,0,-113,32.16783277,34.8024285,34,6.06799984,GSM
6c:b0:ce:33:a4:d5,hagit_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,1,-74,32.16780051,34.80267393,35,4.550999641,WIFI
46:d9:e7:04:ff:2f,Student,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,1,-89,32.16780051,34.80267393,35,4.550999641,WIFI
46:d9:e7:fe:83:ad,Student,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,1,-91,32.16780051,34.80267393,35,4.550999641,WIFI
b0:b2:8f:12:a6:86,HOTFiber-C09E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:24,1,-91,32.16780051,34.80267393,35,4.550999641,WIFI
5a:b0:ce:33:a4:d6,Bezeq Free,[ESS],27/10/2017 16:24,1,-71,32.16780051,34.80267393,35,4.550999641,WIFI
9c:d6:43:23:99:91,Roikhel,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,6,-89,32.16778501,34.80285201,36,4.550999641,WIFI
00:22:b0:75:7d:eb,gella555,[WEP][ESS],27/10/2017 16:24,6,-93,32.16778501,34.80285201,36,4.550999641,WIFI
a0:ab:1b:62:76:ac,anna2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,2,-91,32.16778529,34.80284709,37,4.550999641,WIFI
10:0d:7f:99:bd:b2,99556880,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:24,11,-92,32.16778529,34.80284709,37,4.550999641,WIFI
14:ae:db:32:13:d2,Yafim,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,5,-89,32.16778513,34.80284851,36,4.550999641,WIFI
6a:12:f5:84:50:41,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,8,-84,32.16777303,34.80294343,36,4.550999641,WIFI
c4:12:f5:84:50:3f,opus7_5,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,48,-88,32.16777303,34.80294343,36,4.550999641,WIFI
c4:12:f5:fd:d1:94,klara-012,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],27/10/2017 16:24,2,-85,32.16777303,34.80294343,36,4.550999641,WIFI
70:3a:cb:5f:4f:25,wingate,[WPA2-PSK-CCMP][ESS],27/10/2017 16:24,6,-83,32.16775583,34.80309845,37,4.550999641,WIFI
c4:12:f5:84:50:40,opus7,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,8,-81,32.16804761,34.80341606,35,4.550999641,WIFI
a0:ab:1b:62:76:ac,anna2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,2,-86,32.16804761,34.80341606,35,4.550999641,WIFI
7c:03:4c:fe:ba:1b,HOTBOX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,1,-87,32.16804761,34.80341606,35,4.550999641,WIFI
70:62:b8:31:1d:80,tania_2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-92,32.16804761,34.80341606,35,4.550999641,WIFI
42501_13111_496641,Partner,UNKNOWN;il,27/10/2017 16:25,0,-113,32.16804761,34.80341606,35,4.550999641,GSM
e8:fc:af:92:b9:87,elneuron,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-88,32.168087,34.8034694,35,4.550999641,WIFI
6c:b0:ce:33:a4:d5,hagit_2.4,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-83,32.16811782,34.8037292,36,4.550999641,WIFI
5a:b0:ce:33:a4:d6,Bezeq Free,[ESS],27/10/2017 16:25,1,-82,32.16811782,34.8037292,36,4.550999641,WIFI
6a:12:f5:84:50:41,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,8,-80,32.16810512,34.8039691,36,4.550999641,WIFI
9c:d6:43:23:99:91,Roikhel,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-87,32.16810512,34.8039691,36,4.550999641,WIFI
10:0d:7f:99:bd:b2,99556880,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-91,32.16810512,34.8039691,36,4.550999641,WIFI
14:ae:db:32:13:d2,Yafim,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,5,-86,32.16810512,34.8039691,36,4.550999641,WIFI
c4:12:f5:84:50:3f,opus7_5,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,48,-88,32.16810512,34.8039691,36,4.550999641,WIFI
c4:12:f5:fd:d1:94,klara-012,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],27/10/2017 16:25,2,-82,32.16810512,34.8039691,36,4.550999641,WIFI
70:3a:cb:5f:4f:25,wingate,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-83,32.16809297,34.80410766,36,4.550999641,WIFI
8a:1b:5e:83:d7:c2,TP-LINK_UKTVWATCH_EXT,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,8,-87,32.16809297,34.80410766,36,4.550999641,WIFI
50:c7:bf:18:9a:de,TP-LINK_UKTVWATCH,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,8,-92,32.16809297,34.80410766,36,4.550999641,WIFI
c4:12:f5:84:50:40,opus7,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,8,-81,32.16804439,34.80457098,36,4.550999641,WIFI
a0:ab:1b:62:76:ac,anna2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,2,-86,32.16804439,34.80457098,36,4.550999641,WIFI
7c:03:4c:fe:ba:1b,HOTBOX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,1,-87,32.16804439,34.80457098,36,4.550999641,WIFI
70:62:b8:31:1d:80,tania_2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-92,32.16804439,34.80457098,36,4.550999641,WIFI
f8:d1:11:75:25:64,Murad1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-88,32.16804439,34.80457098,36,4.550999641,WIFI
ac:f1:df:9d:f7:91,Home2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-87,32.16804439,34.80457098,36,4.550999641,WIFI
00:8c:54:8f:59:51,shlomo1,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-89,32.16804439,34.80457098,36,4.550999641,WIFI
48:ee:0c:3e:cb:98,Mwanza,[ESS],27/10/2017 16:25,3,-95,32.16804439,34.80457098,36,4.550999641,WIFI
42501_13111_496641,Partner,UNKNOWN;il,27/10/2017 16:25,0,-113,32.16804439,34.80457098,36,4.550999641,GSM
6a:12:f5:84:50:41,BezeqFree,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,8,-80,32.1679946,34.80503635,36,4.550999641,WIFI
c4:12:f5:fd:d1:94,klara-012,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],27/10/2017 16:25,2,-82,32.1679946,34.80503635,36,4.550999641,WIFI
8a:1b:5e:83:d7:c2,TP-LINK_UKTVWATCH_EXT,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,8,-89,32.16797618,34.80517537,36,4.550999641,WIFI
50:c7:bf:18:9a:de,TP-LINK_UKTVWATCH,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,8,-92,32.16797618,34.80517537,36,4.550999641,WIFI
c0:ac:54:f7:82:21,irit,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,11,-85,32.1679599,34.80529349,36,4.550999641,WIFI
dc:4a:3e:be:0a:36,HP-Print-36-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-88,32.1679599,34.80529349,36,4.550999641,WIFI
c4:a8:1d:13:61:b5,Grosman_sec,[WPA-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,1,-90,32.1679599,34.80529349,36,4.550999641,WIFI
14:ae:db:b0:41:25,Tamara,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-96,32.1679599,34.80529349,36,4.550999641,WIFI
c4:12:f5:84:50:40,opus7,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,8,-81,32.16784934,34.80569708,36,4.550999641,WIFI
a0:ab:1b:62:76:ac,anna2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,2,-86,32.16784934,34.80569708,36,4.550999641,WIFI
7c:03:4c:fe:ba:1b,HOTBOX,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,1,-87,32.16784934,34.80569708,36,4.550999641,WIFI
70:62:b8:31:1d:80,tania_2.4,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-92,32.16784934,34.80569708,36,4.550999641,WIFI
f8:d1:11:75:25:64,Murad1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-88,32.16784934,34.80569708,36,4.550999641,WIFI
ac:f1:df:9d:f7:91,Home2,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,11,-87,32.16784934,34.80569708,36,4.550999641,WIFI
00:8c:54:8f:59:51,shlomo1,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-89,32.16784934,34.80569708,36,4.550999641,WIFI
48:ee:0c:3e:cb:98,Mwanza,[ESS],27/10/2017 16:25,3,-95,32.16784934,34.80569708,36,4.550999641,WIFI
74:da:38:a9:0c:3e,Annatel_3372,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,2,-87,32.16784934,34.80569708,36,4.550999641,WIFI
b0:89:00:d8:86:e5,Partner-4G-86E5,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,10,-90,32.16784934,34.80569708,36,4.550999641,WIFI
e2:91:f5:b6:ec:a8,shor_Ext,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-93,32.16784934,34.80569708,36,4.550999641,WIFI
42501_13111_496641,Partner,UNKNOWN;il,27/10/2017 16:25,0,-113,32.16784934,34.80569708,36,4.550999641,GSM
18:d6:c7:ef:1e:a4,Hazan_Home,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-89,32.16782606,34.80574401,36,4.550999641,WIFI
94:57:a5:4a:f4:89,DIRECT-17-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-94,32.16782606,34.80574401,36,4.550999641,WIFI
74:da:38:a9:0c:3e,Annatel_3372,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,2,-78,32.16795669,34.80609552,35,4.550999641,WIFI
94:57:a5:4a:f4:89,DIRECT-17-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-88,32.16795669,34.80609552,35,4.550999641,WIFI
14:ae:db:53:0c:2d,Home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-90,32.16795669,34.80609552,35,4.550999641,WIFI
8a:1b:5e:83:d7:c2,TP-LINK_UKTVWATCH_EXT,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,8,-89,32.16844746,34.80619976,37,4.550999641,WIFI
42501_13111_496642,Partner,UNKNOWN;il,27/10/2017 16:25,0,-113,32.16844746,34.80619976,37,4.550999641,GSM
20:0c:c8:10:c8:11,Heifes,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-91,32.16864207,34.80625201,38,4.550999641,WIFI
72:0c:c8:10:c8:12,Bezeq Free D02536,[ESS],27/10/2017 16:25,1,-91,32.16864207,34.80625201,38,4.550999641,WIFI
88:dc:96:1c:a2:00,zinger,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,5,-68,32.16864207,34.80625201,38,4.550999641,WIFI
00:02:6f:f7:72:b0,rfi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-84,32.16864207,34.80625201,38,4.550999641,WIFI
ec:08:6b:67:fc:c5,gattegnio,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:25,6,-81,32.16864207,34.80625201,38,4.550999641,WIFI
70:5a:0f:67:88:45,HP-Print-45-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-82,32.16864207,34.80625201,38,4.550999641,WIFI
fc:b4:e6:d0:b6:67,gattegnio,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,6,-86,32.16864207,34.80625201,38,4.550999641,WIFI
00:02:6f:f7:72:60,rfi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,2,-91,32.16864207,34.80625201,38,4.550999641,WIFI
74:da:38:a9:0c:3e,Annatel_3372,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,2,-78,32.16898761,34.80632909,39,4.550999641,WIFI
e2:91:f5:b6:ec:a8,shor_Ext,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-89,32.16898761,34.80632909,39,4.550999641,WIFI
18:d6:c7:ef:1e:a4,Hazan_Home,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-88,32.16898761,34.80632909,39,4.550999641,WIFI
14:ae:db:53:0c:2d,Home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-90,32.16898761,34.80632909,39,4.550999641,WIFI
14:ae:db:45:27:5d,Melinek,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:25,11,-85,32.16898761,34.80632909,39,4.550999641,WIFI
42501_13111_496642,Partner,UNKNOWN;il,27/10/2017 16:25,0,-113,32.16949692,34.80645278,42,4.550999641,GSM
20:0c:c8:10:c8:11,Heifes,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-91,32.16970805,34.80651822,43,4.550999641,WIFI
72:0c:c8:10:c8:12,Bezeq Free D02536,[ESS],27/10/2017 16:25,1,-91,32.16970805,34.80651822,43,4.550999641,WIFI
88:dc:96:1c:a2:00,zinger,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,5,-68,32.16970805,34.80651822,43,4.550999641,WIFI
00:02:6f:f7:72:b0,rfi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,1,-84,32.16970805,34.80651822,43,4.550999641,WIFI
ec:08:6b:67:fc:c5,gattegnio,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:25,6,-83,32.16970805,34.80651822,43,4.550999641,WIFI
70:5a:0f:67:88:45,HP-Print-45-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-89,32.16970805,34.80651822,43,4.550999641,WIFI
fc:b4:e6:d0:b6:67,gattegnio,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,6,-87,32.16970805,34.80651822,43,4.550999641,WIFI
00:02:6f:f7:72:60,rfi,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,2,-91,32.16970805,34.80651822,43,4.550999641,WIFI
34:8a:ae:ff:c0:96,YamNadlan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,1,-73,32.1699381,34.80660114,44,4.550999641,WIFI
34:8a:ae:ff:c0:97,YamNadlan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,52,-81,32.1699381,34.80660114,44,4.550999641,WIFI
98:e7:f4:42:88:07,DIRECT-06-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-83,32.1699381,34.80660114,44,4.550999641,WIFI
10:be:f5:3d:ac:54,tambourh,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,9,-88,32.1699381,34.80660114,44,4.550999641,WIFI
d8:fb:5e:17:64:22,Doswald,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,11,-87,32.1699381,34.80660114,44,4.550999641,WIFI
d0:84:b0:ff:1b:55,Doswald,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,11,-88,32.1699381,34.80660114,44,4.550999641,WIFI
74:da:38:a9:0c:3e,Annatel_3372,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,2,-78,32.17016745,34.80669356,46,4.550999641,WIFI
e2:91:f5:b6:ec:a8,shor_Ext,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-89,32.17016745,34.80669356,46,4.550999641,WIFI
18:d6:c7:ef:1e:a4,Hazan_Home,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:25,11,-88,32.17016745,34.80669356,46,4.550999641,WIFI
14:ae:db:53:0c:2d,Home,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-90,32.17016745,34.80669356,46,4.550999641,WIFI
14:ae:db:45:27:5d,Melinek,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:25,11,-85,32.17016745,34.80669356,46,4.550999641,WIFI
e4:6f:13:47:e4:21,GuestHome,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-88,32.17027133,34.80674085,45,4.550999641,WIFI
42501_13111_496642,Partner,UNKNOWN;il,27/10/2017 16:25,0,-113,32.17054806,34.80687629,47,4.550999641,GSM
ec:08:6b:67:fc:c5,gattegnio,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:25,6,-83,32.17073974,34.80696162,48,4.550999641,WIFI
70:5a:0f:67:88:45,HP-Print-45-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],27/10/2017 16:25,6,-89,32.17073974,34.80696162,48,4.550999641,WIFI
fc:b4:e6:d0:b6:67,gattegnio,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:25,6,-87,32.17073974,34.80696162,48,4.550999641,WIFI
34:8a:ae:ff:c0:96,YamNadlan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-71,32.17101312,34.80707854,48,4.550999641,WIFI
34:8a:ae:ff:c0:97,YamNadlan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,52,-81,32.17101312,34.80707854,48,4.550999641,WIFI
98:e7:f4:42:88:07,DIRECT-06-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,11,-83,32.17101312,34.80707854,48,4.550999641,WIFI
10:be:f5:3d:ac:54,tambourh,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,9,-88,32.17101312,34.80707854,48,4.550999641,WIFI
d8:fb:5e:17:64:22,Doswald,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-87,32.17101312,34.80707854,48,4.550999641,WIFI
d0:84:b0:ff:1b:55,Doswald,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-88,32.17101312,34.80707854,48,4.550999641,WIFI
00:50:7f:f1:18:64,rojavi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-78,32.17101312,34.80707854,48,4.550999641,WIFI
ac:f1:df:a0:70:e9,rojavi2017,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-83,32.17101312,34.80707854,48,4.550999641,WIFI
00:1d:aa:0f:59:f0,rojavi2017,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,11,-84,32.17101312,34.80707854,48,4.550999641,WIFI
d4:6e:0e:cf:bc:ca,upstairs,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,6,-93,32.17101312,34.80707854,48,4.550999641,WIFI
d4:6e:0e:3c:2f:99,rojavi_EXT,[WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,11,-91,32.17101312,34.80707854,48,4.550999641,WIFI
52:f1:df:a0:70:ea,Bezeq Free,[ESS],27/10/2017 16:26,6,-82,32.17101312,34.80707854,48,4.550999641,WIFI
14:ae:db:45:27:5d,Melinek,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],27/10/2017 16:26,11,-85,32.17119752,34.80715901,49,4.550999641,WIFI
e4:6f:13:47:e4:21,GuestHome,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,6,-88,32.1713014,34.80720227,49,4.550999641,WIFI
42501_13111_496642,Partner,UNKNOWN;il,27/10/2017 16:26,0,-113,32.1716222,34.80734237,50,4.550999641,GSM
00:78:9e:fa:b1:de,HOTBOX-D7AA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,1,-79,32.1717147,34.80738335,50,4.550999641,WIFI
08:3e:5d:63:39:61,HOTFiber-06B6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],27/10/2017 16:26,4,-79,32.1717147,34.80738335,50,4.550999641,WIFI
74:da:38:73:17:cf,menashe_2EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],27/10/2017 16:26,4,-83,32.1717147,34.80738335,50,4.550999641,WIFI
48:ee:0c:3d:1d:6c,alexrath,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,8,-88,32.1717147,34.80738335,50,4.550999641,WIFI
14:ae:db:48:16:65,menashe,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,4,-90,32.1717147,34.80738335,50,4.550999641,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,27/10/2017 16:26,0,-113,32.1717147,34.80738335,50,4.550999641,GSM
14:ae:db:48:16:65,menashe,[WPA2-PSK-CCMP][ESS],27/10/2017 16:26,4,-83,32.17188914,34.80746199,50,4.550999641,WIFI
6c:b0:ce:e8:7e:21,anino_EXT,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,2,-76,32.17188914,34.80746199,50,4.550999641,WIFI
2c:30:33:f1:bd:f6,EDWARDSKI,[WPA2-PSK-CCMP][WPS][ESS],27/10/2017 16:26,1,-83,32.17188914,34.80746199,50,4.550999641,WIFI
